,Data,Godzina,Sezon,Gospodarze,Gole_gospodarze,Gole_goście,Goście,Oddsy_gospodarze,Oddsy_remis,Oddsy_goście,Kto_wygrał
899,30 Lip 2022,17:30,22/23,Radomiak Radom,0,3,Górnik Zabrze,2.47,3.38,2.99,Wygrali goście
900,29 Lip 2022,20:30,22/23,Cracovia,3,0,Legia Warszawa,2.82,3.16,2.74,Wygrali gospodarze
901,29 Lip 2022,18:00,22/23,Piast Gliwice,0,1,Zagłębie Lubin,2.12,3.33,3.76,Wygrali goście
902,25 Lip 2022,19:00,22/23,Stal Mielec,1,1,Radomiak Radom,2.95,3.19,2.63,Remis
903,24 Lip 2022,17:30,22/23,Śląsk Wrocław,2,1,Pogoń Szczecin,3.41,3.39,2.22,Wygrali gospodarze
904,23 Lip 2022,20:00,22/23,Legia Warszawa,2,0,Zagłębie Lubin,1.72,3.84,5.17,Wygrali gospodarze
905,23 Lip 2022,17:30,22/23,Cracovia,2,0,Korona Kielce,1.66,3.93,5.58,Wygrali gospodarze
906,22 Lip 2022,20:30,22/23,Jagiellonia Białystok,0,2,Widzew Łódź,1.99,3.47,4.04,Wygrali goście
907,22 Lip 2022,18:00,22/23,Warta Poznań,0,4,Wisła Płock,2.61,3.2,2.96,Wygrali goście
908,18 Lip 2022,19:00,22/23,Górnik Zabrze,0,2,Cracovia,2.44,3.27,3.13,Wygrali goście
909,17 Lip 2022,17:30,22/23,Pogoń Szczecin,2,1,Widzew Łódź,1.49,4.38,7.18,Wygrali gospodarze
910,17 Lip 2022,15:00,22/23,Wisła Płock,3,0,Lechia Gdańsk,2.75,3.5,2.59,Wygrali gospodarze
911,17 Lip 2022,12:30,22/23,Radomiak Radom,1,1,Miedź Legnica,2.31,3.24,3.32,Remis
912,16 Lip 2022,20:00,22/23,Korona Kielce,1,1,Legia Warszawa,4.91,3.75,1.77,Remis
913,16 Lip 2022,17:30,22/23,Jagiellonia Białystok,2,0,Piast Gliwice,2.75,3.24,2.75,Wygrali gospodarze
914,16 Lip 2022,15:00,22/23,Lech Poznań,0,2,Stal Mielec,1.34,5.46,9.16,Wygrali goście
915,15 Lip 2022,20:30,22/23,Zagłębie Lubin,0,0,Śląsk Wrocław,2.37,3.35,3.21,Remis
916,15 Lip 2022,18:00,22/23,Raków Częstochowa,1,0,Warta Poznań,1.47,4.3,8.11,Wygrali gospodarze
917,21 Maj 2022,17:30,21/22,Górnik Łęczna,0,1,Jagiellonia Białystok,3.73,3.57,2.02,Wygrali goście
918,21 Maj 2022,17:30,21/22,Lech Poznań,2,1,Zagłębie Lubin,1.39,5.52,7.27,Wygrali gospodarze
919,21 Maj 2022,17:30,21/22,Legia Warszawa,3,0,Cracovia,1.94,3.55,4.15,Wygrali gospodarze
920,21 Maj 2022,17:30,21/22,Piast Gliwice,1,1,Radomiak Radom,2.07,3.45,3.68,Remis
921,21 Maj 2022,17:30,21/22,Pogoń Szczecin,2,2,Bruk-Bet T.,1.43,5.13,6.8,Remis
922,21 Maj 2022,17:30,21/22,Raków Częstochowa,3,0,Lechia Gdańsk,1.31,5.88,10.02,Wygrali gospodarze
923,21 Maj 2022,17:30,21/22,Śląsk Wrocław,3,4,Górnik Zabrze,2.67,3.78,2.53,Wygrali goście
924,21 Maj 2022,17:30,21/22,Wisła Kraków,0,1,Warta Poznań,2.35,3.32,3.14,Wygrali goście
925,21 Maj 2022,17:30,21/22,Wisła Płock,3,0,Stal Mielec,2.04,3.71,3.55,Wygrali gospodarze
926,15 Maj 2022,17:30,21/22,Radomiak Radom,4,2,Wisła Kraków,3.51,3.5,2.13,Wygrali gospodarze
927,15 Maj 2022,15:00,21/22,Górnik Zabrze,4,2,Górnik Łęczna,1.42,4.96,7.64,Wygrali gospodarze
928,15 Maj 2022,12:30,21/22,Stal Mielec,1,1,Śląsk Wrocław,2.9,3.24,2.62,Remis
929,14 Maj 2022,20:00,21/22,Lechia Gdańsk,0,0,Pogoń Szczecin,3.24,3.53,2.26,Remis
930,14 Maj 2022,17:30,21/22,Zagłębie Lubin,1,0,Raków Częstochowa,4.36,3.83,1.82,Wygrali gospodarze
931,14 Maj 2022,15:00,21/22,Warta Poznań,1,2,Lech Poznań,8.61,4.87,1.39,Wygrali goście
932,14 Maj 2022,12:30,21/22,Bruk-Bet T.,0,1,Piast Gliwice,2.59,3.31,2.89,Wygrali goście
933,13 Maj 2022,20:30,21/22,Jagiellonia Białystok,2,2,Legia Warszawa,3.02,3.21,2.57,Remis
934,13 Maj 2022,18:00,21/22,Cracovia,3,0,Wisła Płock,1.89,3.68,4.24,Wygrali gospodarze
935,09 Maj 2022,18:00,21/22,Górnik Łęczna,1,1,Bruk-Bet T.,3.27,3.37,2.33,Remis
936,08 Maj 2022,17:30,21/22,Piast Gliwice,1,2,Lech Poznań,5.02,3.65,1.77,Wygrali goście
937,08 Maj 2022,15:00,21/22,Raków Częstochowa,1,1,Cracovia,1.41,4.69,8.6,Remis
938,08 Maj 2022,12:30,21/22,Lechia Gdańsk,3,2,Stal Mielec,1.66,3.99,5.23,Wygrali gospodarze
939,07 Maj 2022,20:00,21/22,Wisła Kraków,0,0,Jagiellonia Białystok,2.16,3.56,3.39,Remis
940,07 Maj 2022,17:30,21/22,Śląsk Wrocław,1,1,Pogoń Szczecin,3.81,3.58,2.01,Remis
941,07 Maj 2022,15:00,21/22,Wisła Płock,0,3,Warta Poznań,2.86,3.2,2.7,Wygrali goście
942,06 Maj 2022,20:30,21/22,Legia Warszawa,5,3,Górnik Zabrze,1.97,3.67,3.9,Wygrali gospodarze
943,06 Maj 2022,18:00,21/22,Radomiak Radom,1,6,Zagłębie Lubin,2.69,3.25,2.81,Wygrali goście
944,01 Maj 2022,17:30,21/22,Cracovia,0,0,Wisła Kraków,2.49,3.29,2.98,Remis
945,01 Maj 2022,15:00,21/22,Bruk-Bet T.,1,0,Wisła Płock,2.22,3.41,3.43,Wygrali gospodarze
946,30 Kwi 2022,20:00,21/22,Stal Mielec,2,1,Legia Warszawa,4.09,3.44,1.99,Wygrali gospodarze
947,30 Kwi 2022,17:30,21/22,Zagłębie Lubin,2,2,Lechia Gdańsk,2.77,3.45,2.56,Remis
948,30 Kwi 2022,15:00,21/22,Jagiellonia Białystok,1,1,Śląsk Wrocław,2.62,3.29,2.85,Remis
949,29 Kwi 2022,20:30,21/22,Górnik Zabrze,0,0,Radomiak Radom,2.14,3.31,3.71,Remis
950,29 Kwi 2022,18:00,21/22,Warta Poznań,2,3,Piast Gliwice,3.03,2.86,2.8,Wygrali goście
951,25 Kwi 2022,19:00,21/22,Wisła Kraków,3,4,Wisła Płock,1.72,3.96,4.79,Wygrali goście
952,24 Kwi 2022,17:30,21/22,Pogoń Szczecin,3,1,Legia Warszawa,1.88,3.48,4.48,Wygrali gospodarze
953,24 Kwi 2022,15:00,21/22,Raków Częstochowa,2,1,Górnik Łęczna,1.23,6.37,14.46,Wygrali gospodarze
954,24 Kwi 2022,12:30,21/22,Lech Poznań,3,1,Stal Mielec,1.2,6.89,15.75,Wygrali gospodarze
955,23 Kwi 2022,20:00,21/22,Lechia Gdańsk,2,0,Warta Poznań,2.13,3.25,3.78,Wygrali gospodarze
956,23 Kwi 2022,17:30,21/22,Piast Gliwice,2,1,Jagiellonia Białystok,1.89,3.48,4.5,Wygrali gospodarze
957,23 Kwi 2022,15:00,21/22,Śląsk Wrocław,0,4,Bruk-Bet T.,1.77,3.72,4.8,Wygrali goście
958,22 Kwi 2022,20:30,21/22,Zagłębie Lubin,2,4,Górnik Zabrze,2.35,3.48,3.04,Wygrali goście
959,22 Kwi 2022,18:00,21/22,Radomiak Radom,0,1,Cracovia,2.46,3.04,3.24,Wygrali goście
960,20 Kwi 2022,20:30,21/22,Pogoń Szczecin,1,2,Raków Częstochowa,2.48,3.07,3.18,Wygrali goście
961,20 Kwi 2022,18:00,21/22,Lech Poznań,3,0,Górnik Łęczna,1.18,7.3,18.3,Wygrali gospodarze
962,18 Kwi 2022,20:00,21/22,Legia Warszawa,0,1,Piast Gliwice,2.22,3.1,3.72,Wygrali goście
963,18 Kwi 2022,17:30,21/22,Górnik Zabrze,1,3,Lechia Gdańsk,2.55,3.47,2.77,Wygrali goście
964,18 Kwi 2022,15:00,21/22,Śląsk Wrocław,1,1,Wisła Kraków,2.36,3.29,3.2,Remis
965,18 Kwi 2022,12:30,21/22,Cracovia,1,0,Zagłębie Lubin,2.22,3.24,3.53,Wygrali gospodarze
966,16 Kwi 2022,20:00,21/22,Wisła Płock,0,1,Lech Poznań,7.25,4.71,1.43,Wygrali goście
967,16 Kwi 2022,17:30,21/22,Jagiellonia Białystok,1,2,Pogoń Szczecin,4.83,3.7,1.79,Wygrali goście
968,16 Kwi 2022,15:00,21/22,Bruk-Bet T.,0,3,Raków Częstochowa,5.71,3.98,1.64,Wygrali goście
969,16 Kwi 2022,12:30,21/22,Górnik Łęczna,1,0,Radomiak Radom,3.34,3.2,2.33,Wygrali gospodarze
970,16 Kwi 2022,12:30,21/22,Stal Mielec,0,1,Warta Poznań,3.4,3,2.44,Wygrali goście
971,11 Kwi 2022,18:00,21/22,Radomiak Radom,2,2,Jagiellonia Białystok,2.02,3.39,3.98,Remis
972,10 Kwi 2022,17:30,21/22,Raków Częstochowa,1,1,Śląsk Wrocław,1.51,4.27,6.98,Remis
973,10 Kwi 2022,15:00,21/22,Wisła Kraków,4,1,Górnik Zabrze,2.58,3.42,2.78,Wygrali gospodarze
974,10 Kwi 2022,12:30,21/22,Warta Poznań,1,0,Cracovia,2.26,3.05,3.74,Wygrali gospodarze
975,09 Kwi 2022,20:00,21/22,Lechia Gdańsk,2,0,Bruk-Bet T.,1.85,3.73,4.27,Wygrali gospodarze
976,09 Kwi 2022,17:30,21/22,Lech Poznań,1,1,Legia Warszawa,1.58,3.96,6.62,Remis
977,09 Kwi 2022,15:00,21/22,Piast Gliwice,1,0,Górnik Łęczna,1.57,3.97,6.51,Wygrali gospodarze
978,08 Kwi 2022,20:30,21/22,Pogoń Szczecin,1,2,Wisła Płock,1.38,4.98,8.84,Wygrali goście
979,08 Kwi 2022,18:00,21/22,Zagłębie Lubin,3,1,Stal Mielec,1.78,3.66,4.89,Wygrali gospodarze
980,04 Kwi 2022,18:00,21/22,Wisła Płock,3,2,Górnik Zabrze,2.74,3.32,2.69,Wygrali gospodarze
981,03 Kwi 2022,17:30,21/22,Wisła Kraków,2,2,Piast Gliwice,2.79,3.11,2.76,Remis
982,03 Kwi 2022,15:00,21/22,Jagiellonia Białystok,2,1,Zagłębie Lubin,2.48,3.27,2.99,Wygrali gospodarze
983,03 Kwi 2022,12:30,21/22,Bruk-Bet T.,1,1,Radomiak Radom,3.07,3.22,2.45,Remis
984,02 Kwi 2022,20:00,21/22,Legia Warszawa,2,1,Lechia Gdańsk,1.92,3.43,4.33,Wygrali gospodarze
985,02 Kwi 2022,17:30,21/22,Górnik Łęczna,0,4,Pogoń Szczecin,5.73,3.74,1.67,Wygrali goście
986,02 Kwi 2022,15:00,21/22,Warta Poznań,0,2,Raków Częstochowa,4.02,3.2,2.08,Wygrali goście
987,01 Kwi 2022,20:30,21/22,Śląsk Wrocław,0,1,Lech Poznań,5.73,3.85,1.64,Wygrali goście
988,01 Kwi 2022,18:00,21/22,Stal Mielec,1,2,Cracovia,3.18,3.07,2.48,Wygrali goście
989,20-Mar-22,17:30,21/22,Górnik Zabrze,1,1,Bruk-Bet T.,1.7,3.76,5.36,Remis
990,20-Mar-22,15:00,21/22,Cracovia,0,1,Piast Gliwice,2.67,2.96,3.03,Wygrali goście
991,20-Mar-22,12:30,21/22,Radomiak Radom,1,1,Stal Mielec,1.84,3.42,4.87,Remis
992,19-Mar-22,20:00,21/22,Lech Poznań,3,0,Jagiellonia Białystok,1.23,6.6,13.25,Wygrali gospodarze
993,19-Mar-22,17:30,21/22,Lechia Gdańsk,2,0,Górnik Łęczna,1.62,3.97,5.83,Wygrali gospodarze
994,19-Mar-22,15:00,21/22,Raków Częstochowa,1,1,Legia Warszawa,1.81,3.62,4.74,Remis
995,19-Mar-22,12:30,21/22,Wisła Płock,1,2,Śląsk Wrocław,2.45,3.26,3.06,Wygrali goście
996,18-Mar-22,20:30,21/22,Pogoń Szczecin,4,1,Wisła Kraków,1.55,4.2,6.2,Wygrali gospodarze
997,18-Mar-22,18:00,21/22,Zagłębie Lubin,0,4,Warta Poznań,2.52,3.08,3.13,Wygrali goście
998,15-Mar-22,18:45,21/22,Legia Warszawa,4,1,Bruk-Bet T.,1.59,3.94,6.31,Wygrali gospodarze
999,14-Mar-22,18:00,21/22,Raków Częstochowa,2,1,Stal Mielec,1.34,5.18,9.98,Wygrali gospodarze
1000,13-Mar-22,17:30,21/22,Wisła Kraków,1,1,Lech Poznań,6.62,4.27,1.52,Remis
1001,13-Mar-22,15:00,21/22,Śląsk Wrocław,0,0,Radomiak Radom,2.35,3.1,3.37,Remis
1002,13-Mar-22,12:30,21/22,Jagiellonia Białystok,0,1,Wisła Płock,2.2,3.32,3.49,Wygrali goście
1003,12-Mar-22,20:00,21/22,Cracovia,1,1,Pogoń Szczecin,3.65,3.09,2.23,Remis
1004,12-Mar-22,17:30,21/22,Piast Gliwice,1,0,Lechia Gdańsk,2.26,3.2,3.45,Wygrali gospodarze
1005,12-Mar-22,15:00,21/22,Warta Poznań,2,1,Górnik Zabrze,2.85,3,2.8,Wygrali gospodarze
1006,11-Mar-22,20:30,21/22,Górnik Łęczna,0,1,Legia Warszawa,5.12,3.41,1.8,Wygrali goście
1007,11-Mar-22,18:00,21/22,Bruk-Bet T.,0,2,Zagłębie Lubin,2.78,3.14,2.73,Wygrali goście
1008,07-Mar-22,19:00,21/22,Legia Warszawa,1,0,Śląsk Wrocław,1.89,3.46,4.47,Wygrali gospodarze
1009,06-Mar-22,17:30,21/22,Lech Poznań,0,1,Raków Częstochowa,1.96,3.42,4.15,Wygrali goście
1010,06-Mar-22,15:00,21/22,Górnik Zabrze,3,0,Cracovia,2.3,3.13,3.43,Wygrali gospodarze
1011,06-Mar-22,12:30,21/22,Wisła Płock,3,1,Górnik Łęczna,1.95,3.38,4.36,Wygrali gospodarze
1012,05-Mar-22,20:00,21/22,Lechia Gdańsk,1,1,Wisła Kraków,1.81,3.71,4.48,Remis
1013,05-Mar-22,17:30,21/22,Zagłębie Lubin,0,0,Piast Gliwice,2.8,3.17,2.69,Remis
1014,05-Mar-22,15:00,21/22,Bruk-Bet T.,1,0,Warta Poznań,2.87,3.11,2.69,Wygrali gospodarze
1015,04-Mar-22,20:30,21/22,Pogoń Szczecin,4,0,Radomiak Radom,1.9,3.34,4.65,Wygrali gospodarze
1016,04-Mar-22,18:00,21/22,Stal Mielec,1,1,Jagiellonia Białystok,2.75,3.11,2.8,Remis
1017,28 Lut 2022,18:00,21/22,Cracovia,1,2,Bruk-Bet T.,1.89,3.48,4.47,Wygrali goście
1018,27 Lut 2022,17:30,21/22,Śląsk Wrocław,0,0,Zagłębie Lubin,2.16,3.4,3.5,Remis
1019,27 Lut 2022,15:00,21/22,Radomiak Radom,2,0,Lechia Gdańsk,2.57,3.2,2.93,Wygrali gospodarze
1020,27 Lut 2022,12:30,21/22,Jagiellonia Białystok,1,1,Warta Poznań,2.41,3.07,3.32,Remis
1021,26 Lut 2022,20:00,21/22,Piast Gliwice,0,0,Górnik Zabrze,2.4,3.14,3.24,Remis
1022,26 Lut 2022,17:30,21/22,Górnik Łęczna,2,0,Stal Mielec,2.55,3.1,3.08,Wygrali gospodarze
1023,26 Lut 2022,15:00,21/22,Pogoń Szczecin,0,3,Lech Poznań,2.83,3.14,2.69,Wygrali goście
1024,25 Lut 2022,20:30,21/22,Legia Warszawa,2,1,Wisła Kraków,1.86,3.57,4.44,Wygrali gospodarze
1025,25 Lut 2022,18:00,21/22,Raków Częstochowa,2,0,Wisła Płock,1.4,4.9,8.38,Wygrali gospodarze
1026,21 Lut 2022,18:00,21/22,Wisła Kraków,0,0,Górnik Łęczna,1.92,3.58,4.16,Remis
1027,20 Lut 2022,17:30,21/22,Lechia Gdańsk,1,0,Lech Poznań,3.92,3.52,1.99,Wygrali gospodarze
1028,20 Lut 2022,15:00,21/22,Górnik Zabrze,1,1,Raków Częstochowa,3.01,3.27,2.47,Remis
1029,20 Lut 2022,12:30,21/22,Warta Poznań,3,1,Radomiak Radom,2.86,2.98,2.81,Wygrali gospodarze
1030,19 Lut 2022,20:00,21/22,Bruk-Bet T.,0,0,Legia Warszawa,4.08,3.45,1.97,Remis
1031,19 Lut 2022,17:30,21/22,Śląsk Wrocław,1,3,Piast Gliwice,2.76,3.1,2.8,Wygrali goście
1032,19 Lut 2022,15:00,21/22,Jagiellonia Białystok,0,0,Cracovia,2.83,3.1,2.72,Remis
1033,18 Lut 2022,20:30,21/22,Stal Mielec,0,1,Pogoń Szczecin,5.63,3.52,1.7,Wygrali goście
1034,18 Lut 2022,18:00,21/22,Zagłębie Lubin,3,1,Wisła Płock,2.39,3.2,3.21,Wygrali gospodarze
1035,14 Lut 2022,18:00,21/22,Górnik Zabrze,1,2,Jagiellonia Białystok,1.76,3.82,4.85,Wygrali goście
1036,13 Lut 2022,17:30,21/22,Legia Warszawa,0,1,Warta Poznań,1.72,3.48,5.73,Wygrali goście
1037,13 Lut 2022,15:00,21/22,Pogoń Szczecin,2,1,Zagłębie Lubin,1.5,4.26,7.14,Wygrali gospodarze
1038,13 Lut 2022,12:30,21/22,Wisła Płock,0,2,Piast Gliwice,2.68,3.12,2.88,Wygrali goście
1039,12 Lut 2022,20:00,21/22,Lech Poznań,5,0,Bruk-Bet T.,1.3,5.85,10.23,Wygrali gospodarze
1040,12 Lut 2022,17:30,21/22,Radomiak Radom,0,1,Raków Częstochowa,3.53,3.17,2.26,Wygrali goście
1041,12 Lut 2022,15:00,21/22,Wisła Kraków,0,1,Stal Mielec,1.95,3.57,4,Wygrali goście
1042,11 Lut 2022,20:30,21/22,Cracovia,2,0,Lechia Gdańsk,2.81,3.11,2.73,Wygrali gospodarze
1043,11 Lut 2022,18:00,21/22,Górnik Łęczna,1,1,Śląsk Wrocław,3.23,3.12,2.44,Remis
1044,07 Lut 2022,18:00,21/22,Radomiak Radom,1,1,Wisła Płock,2.08,3.41,3.78,Remis
1045,06 Lut 2022,17:30,21/22,Cracovia,3,3,Lech Poznań,4.45,3.48,1.87,Remis
1046,06 Lut 2022,15:00,21/22,Raków Częstochowa,2,0,Wisła Kraków,1.58,4.16,5.97,Wygrali gospodarze
1047,06 Lut 2022,12:30,21/22,Warta Poznań,1,1,Górnik Łęczna,2.13,3.16,3.9,Remis
1048,05 Lut 2022,20:00,21/22,Lechia Gdańsk,2,0,Śląsk Wrocław,1.91,3.61,4.19,Wygrali gospodarze
1049,05 Lut 2022,17:30,21/22,Piast Gliwice,0,2,Pogoń Szczecin,3.48,3.08,2.32,Wygrali goście
1050,05 Lut 2022,15:00,21/22,Stal Mielec,1,2,Górnik Zabrze,3.39,3.3,2.26,Wygrali goście
1051,04 Lut 2022,20:30,21/22,Zagłębie Lubin,1,3,Legia Warszawa,3.13,3.21,2.41,Wygrali goście
1052,04 Lut 2022,18:00,21/22,Bruk-Bet T.,2,1,Jagiellonia Białystok,2.56,3.34,2.84,Wygrali gospodarze
1053,19 Gru 2021,17:30,21/22,Legia Warszawa,0,3,Radomiak Radom,2.16,3.32,3.64,Wygrali goście
1054,19 Gru 2021,15:00,21/22,Lech Poznań,2,1,Górnik Zabrze,1.52,4.36,6.68,Wygrali gospodarze
1055,19 Gru 2021,12:30,21/22,Górnik Łęczna,2,1,Zagłębie Lubin,2.69,3.3,2.73,Wygrali gospodarze
1056,18 Gru 2021,20:00,21/22,Raków Częstochowa,5,0,Jagiellonia Białystok,1.63,4.1,5.52,Wygrali gospodarze
1057,18 Gru 2021,17:30,21/22,Śląsk Wrocław,0,2,Cracovia,2.22,3.34,3.47,Wygrali goście
1058,18 Gru 2021,15:00,21/22,Pogoń Szczecin,1,1,Warta Poznań,1.47,4.37,7.68,Remis
1059,18 Gru 2021,12:30,21/22,Piast Gliwice,1,1,Stal Mielec,1.82,3.7,4.67,Remis
1060,17 Gru 2021,20:30,21/22,Wisła Płock,1,0,Lechia Gdańsk,2.99,3.38,2.43,Wygrali gospodarze
1061,17 Gru 2021,18:00,21/22,Wisła Kraków,3,0,Bruk-Bet T.,1.93,3.63,4.06,Wygrali gospodarze
1062,15 Gru 2021,20:30,21/22,Legia Warszawa,4,0,Zagłębie Lubin,1.79,3.86,4.48,Wygrali gospodarze
1063,15 Gru 2021,18:00,21/22,Raków Częstochowa,1,2,Górnik Zabrze,1.88,3.64,4.31,Wygrali goście
1064,14 Gru 2021,18:45,21/22,Radomiak Radom,2,2,Piast Gliwice,2.29,3.13,3.51,Remis
1065,13 Gru 2021,18:00,21/22,Warta Poznań,2,1,Śląsk Wrocław,2.78,3.19,2.72,Wygrali gospodarze
1066,12 Gru 2021,17:30,21/22,Górnik Zabrze,2,2,Pogoń Szczecin,3.2,3.28,2.36,Remis
1067,12 Gru 2021,15:00,21/22,Wisła Płock,1,0,Legia Warszawa,3,3.24,2.49,Wygrali gospodarze
1068,12 Gru 2021,12:30,21/22,Cracovia,0,2,Górnik Łęczna,1.7,3.77,5.39,Wygrali goście
1069,11 Gru 2021,20:00,21/22,Lechia Gdańsk,1,2,Jagiellonia Białystok,2.1,3.51,3.57,Wygrali goście
1070,11 Gru 2021,17:30,21/22,Zagłębie Lubin,2,1,Wisła Kraków,2.67,3.37,2.7,Wygrali gospodarze
1071,11 Gru 2021,15:00,21/22,Radomiak Radom,2,1,Lech Poznań,4.31,3.61,1.88,Wygrali gospodarze
1072,10 Gru 2021,20:30,21/22,Raków Częstochowa,1,0,Piast Gliwice,1.72,3.75,5.17,Wygrali gospodarze
1073,10 Gru 2021,18:00,21/22,Stal Mielec,1,0,Bruk-Bet T.,2.5,3.31,2.96,Wygrali gospodarze
1074,06 Gru 2021,18:00,21/22,Warta Poznań,1,1,Wisła Kraków,2.83,3.17,2.71,Remis
1075,05 Gru 2021,20:00,21/22,Cracovia,1,0,Legia Warszawa,2.99,3.28,2.49,Wygrali gospodarze
1076,05 Gru 2021,17:30,21/22,Zagłębie Lubin,2,3,Lech Poznań,6.81,4.56,1.48,Wygrali goście
1077,04 Gru 2021,20:00,21/22,Lechia Gdańsk,3,1,Raków Częstochowa,3.14,3.28,2.39,Wygrali gospodarze
1078,04 Gru 2021,17:30,21/22,Jagiellonia Białystok,1,2,Górnik Łęczna,1.57,4.12,6.13,Wygrali goście
1079,04 Gru 2021,15:00,21/22,Bruk-Bet T.,1,3,Pogoń Szczecin,5.2,3.83,1.71,Wygrali goście
1080,03 Gru 2021,20:30,21/22,Górnik Zabrze,3,1,Śląsk Wrocław,2.14,3.37,3.63,Wygrali gospodarze
1081,03 Gru 2021,18:00,21/22,Stal Mielec,2,1,Wisła Płock,2.71,3.23,2.74,Wygrali gospodarze
1082,28 Lis 2021,17:30,21/22,Legia Warszawa,1,0,Jagiellonia Białystok,1.88,3.64,4.22,Wygrali gospodarze
1083,28 Lis 2021,15:00,21/22,Lech Poznań,2,0,Warta Poznań,1.32,5.32,10.66,Wygrali gospodarze
1084,28 Lis 2021,12:30,21/22,Wisła Płock,2,1,Cracovia,2.48,3.12,3.12,Wygrali gospodarze
1085,27 Lis 2021,20:00,21/22,Raków Częstochowa,4,0,Zagłębie Lubin,1.61,4.13,5.6,Wygrali gospodarze
1086,27 Lis 2021,17:30,21/22,Pogoń Szczecin,5,1,Lechia Gdańsk,1.78,3.66,4.78,Wygrali gospodarze
1087,27 Lis 2021,15:00,21/22,Śląsk Wrocław,2,1,Stal Mielec,1.71,3.86,5.13,Wygrali gospodarze
1088,27 Lis 2021,12:30,21/22,Górnik Łęczna,1,2,Górnik Zabrze,4.35,3.64,1.85,Wygrali goście
1089,26 Lis 2021,20:30,21/22,Wisła Kraków,0,1,Radomiak Radom,2.47,3.37,2.94,Wygrali goście
1090,26 Lis 2021,18:00,21/22,Piast Gliwice,2,1,Bruk-Bet T.,1.97,3.56,3.9,Wygrali gospodarze
1091,22 Lis 2021,20:30,21/22,Cracovia,1,0,Raków Częstochowa,3.25,3.31,2.32,Wygrali gospodarze
1092,22 Lis 2021,18:00,21/22,Zagłębie Lubin,0,2,Radomiak Radom,2.73,3.24,2.74,Wygrali goście
1093,21 Lis 2021,17:30,21/22,Górnik Zabrze,3,2,Legia Warszawa,2.92,3.36,2.51,Wygrali gospodarze
1094,21 Lis 2021,15:00,21/22,Pogoń Szczecin,2,1,Śląsk Wrocław,1.75,3.7,5.08,Wygrali gospodarze
1095,21 Lis 2021,12:30,21/22,Bruk-Bet T.,1,1,Górnik Łęczna,1.77,3.71,4.88,Remis
1096,20 Lis 2021,20:00,21/22,Lech Poznań,1,0,Piast Gliwice,1.43,4.63,7.82,Wygrali gospodarze
1097,20 Lis 2021,17:30,21/22,Stal Mielec,3,3,Lechia Gdańsk,3.32,3.44,2.22,Remis
1098,20 Lis 2021,15:00,21/22,Jagiellonia Białystok,3,1,Wisła Kraków,2.51,3.37,2.87,Wygrali gospodarze
1099,20 Lis 2021,12:30,21/22,Warta Poznań,1,2,Wisła Płock,2.67,3.1,2.91,Wygrali goście
1100,07 Lis 2021,20:00,21/22,Wisła Kraków,1,0,Cracovia,2.72,3.18,2.81,Wygrali gospodarze
1101,07 Lis 2021,17:30,21/22,Legia Warszawa,1,3,Stal Mielec,1.41,4.97,8.23,Wygrali goście
1102,07 Lis 2021,15:00,21/22,Raków Częstochowa,0,0,Pogoń Szczecin,2.24,3.23,3.53,Remis
1103,06 Lis 2021,20:00,21/22,Górnik Łęczna,1,1,Lech Poznań,10.21,5.33,1.33,Remis
1104,06 Lis 2021,17:30,21/22,Lechia Gdańsk,2,1,Zagłębie Lubin,1.72,3.88,4.99,Wygrali gospodarze
1105,06 Lis 2021,15:00,21/22,Radomiak Radom,1,0,Górnik Zabrze,2.39,3.28,3.19,Wygrali gospodarze
1106,06 Lis 2021,12:30,21/22,Piast Gliwice,0,1,Warta Poznań,1.74,3.64,5.29,Wygrali goście
1107,05 Lis 2021,20:30,21/22,Śląsk Wrocław,2,2,Jagiellonia Białystok,2.07,3.51,3.67,Remis
1108,05 Lis 2021,18:00,21/22,Wisła Płock,1,1,Bruk-Bet T.,1.91,3.55,4.17,Remis
1109,31 Paź 2021,17:30,21/22,Legia Warszawa,0,2,Pogoń Szczecin,2.39,3.23,3.2,Wygrali goście
1110,31 Paź 2021,15:00,21/22,Górnik Łęczna,0,0,Raków Częstochowa,6.72,4.25,1.52,Remis
1111,31 Paź 2021,12:30,21/22,Wisła Płock,2,0,Wisła Kraków,2.23,3.44,3.3,Wygrali gospodarze
1112,30 Paź 2021,20:00,21/22,Jagiellonia Białystok,3,3,Piast Gliwice,2.49,3.22,3.03,Remis
1113,30 Paź 2021,17:30,21/22,Górnik Zabrze,0,0,Zagłębie Lubin,1.9,3.62,4.18,Remis
1114,30 Paź 2021,15:00,21/22,Warta Poznań,0,2,Lechia Gdańsk,3.51,3.39,2.15,Wygrali goście
1115,30 Paź 2021,12:30,21/22,Bruk-Bet T.,4,3,Śląsk Wrocław,3.38,3.41,2.2,Wygrali gospodarze
1116,29 Paź 2021,20:30,21/22,Stal Mielec,0,0,Lech Poznań,6.96,4.63,1.47,Remis
1117,29 Paź 2021,18:00,21/22,Cracovia,1,2,Radomiak Radom,2.31,3.16,3.4,Wygrali goście
1118,24 Paź 2021,20:00,21/22,Piast Gliwice,4,1,Legia Warszawa,3.21,3.24,2.36,Wygrali gospodarze
1119,24 Paź 2021,17:30,21/22,Warta Poznań,0,0,Stal Mielec,2.3,3.27,3.32,Remis
